product_id,supplier_id,customer_id,LifeTimeCustomerValue,LifeTimePayment,carrier,avg_rating,AvgItemPriceAtPurchase,TotalQuantity,product_name,delivery_date,shipment_date,category,shipment_status,ShippedProductPrice
10,510,10,401.08,1870,UPS,2,629.53,4,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,776.2
10,510,10,401.08,1870,UPS,2,483.87,3,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,776.2
1510,510,10,401.08,1870,UPS,2,466.75,3,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,316.32
1510,510,10,401.08,1870,UPS,2,322.76,6,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,316.32
1510,510,10,401.08,1870,UPS,2,263.67,1,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,316.32
10,510,10,401.08,1870,UPS,2,239.48,3,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,776.2
10,510,10,401.08,1870,UPS,2,175.39,4,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,776.2
1510,510,10,401.08,1870,UPS,2,31.22,4,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,316.32
1510,510,10,401.08,1870,UPS,2,28.06,3,"Gaming Keyboard",2024-03-02,2024-02-25,Electronics,Delivered,316.32
1509,509,4509,1036.56,1298.2,FedEx,2,994.64,9,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,158
1509,509,4509,1036.56,1298.2,FedEx,2,983.95,10,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,158
9,509,4509,1036.56,1298.2,FedEx,2,891.77,1,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
9,509,4509,1036.56,1298.2,FedEx,2,731,6,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
1509,509,4509,1036.56,1298.2,FedEx,2,648.32,4,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,158
9,509,4509,1036.56,1298.2,FedEx,2,590.53,2,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
9,509,4509,1036.56,1298.2,FedEx,2,489.26,6,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
9,509,4509,1036.56,1298.2,FedEx,2,354.75,7,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
9,509,4509,1036.56,1298.2,FedEx,2,339.61,2,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
9,509,4509,1036.56,1298.2,FedEx,2,197.08,8,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
1509,509,4509,1036.56,1298.2,FedEx,2,130.93,10,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,158
1509,509,4509,1036.56,1298.2,FedEx,2,117.94,5,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,158
9,509,4509,1036.56,1298.2,FedEx,2,49.61,3,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
1509,509,4509,1036.56,1298.2,FedEx,2,31.41,4,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,158
9,509,4509,1036.56,1298.2,FedEx,2,14.94,2,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
9,509,4509,1036.56,1298.2,FedEx,2,6.24,1,"Computer Speakers",2023-12-24,2023-12-19,Electronics,Shipped,20.36
73,573,9073,266.02,1221.76,UPS,5,991.18,4,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,943.15,10,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,930.06,5,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
73,573,9073,266.02,1221.76,UPS,5,917.3,3,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
73,573,9073,266.02,1221.76,UPS,5,901.4,6,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,815.83,4,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,792.73,7,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,632.42,2,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,593.94,10,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,535.32,9,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
1573,573,9073,266.02,1221.76,UPS,5,453.21,1,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,411.28,9,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,397.94,9,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
1573,573,9073,266.02,1221.76,UPS,5,378.43,8,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,343.16,3,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
73,573,9073,266.02,1221.76,UPS,5,301.13,10,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,280.98,8,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
1573,573,9073,266.02,1221.76,UPS,5,235.69,3,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,145.7,1,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,35.91,9,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
1573,573,9073,266.02,1221.76,UPS,5,30.27,4,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,24.44,3,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
73,573,9073,266.02,1221.76,UPS,5,24.14,3,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
73,573,9073,266.02,1221.76,UPS,5,21.7,3,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,12.8,2,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
73,573,9073,266.02,1221.76,UPS,5,7.11,1,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,524.58
1573,573,9073,266.02,1221.76,UPS,5,1.45,1,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
1573,573,9073,266.02,1221.76,UPS,5,0.2,1,Bookshelf,2023-12-28,2023-12-26,Furniture,Delivered,692.49
1528,528,3028,149.82,76.4,DHL,1,998.26,9,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
28,528,3028,149.82,76.4,DHL,1,609.34,2,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,586.73,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,570.74,10,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,567.57,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
1528,528,3028,149.82,76.4,DHL,1,480.49,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
1528,528,3028,149.82,76.4,DHL,1,466.01,7,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
1528,528,3028,149.82,76.4,DHL,1,439.62,8,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
1528,528,3028,149.82,76.4,DHL,1,376.43,6,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
1528,528,3028,149.82,76.4,DHL,1,325.74,5,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
28,528,3028,149.82,76.4,DHL,1,317.34,9,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
1528,528,3028,149.82,76.4,DHL,1,291.83,2,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
28,528,3028,149.82,76.4,DHL,1,289.29,6,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,262.55,7,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
1528,528,3028,149.82,76.4,DHL,1,260.9,6,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
1528,528,3028,149.82,76.4,DHL,1,233.29,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
28,528,3028,149.82,76.4,DHL,1,220.82,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,171.66,5,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,166.13,7,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
1528,528,3028,149.82,76.4,DHL,1,148.35,1,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
1528,528,3028,149.82,76.4,DHL,1,49.66,6,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
1528,528,3028,149.82,76.4,DHL,1,26.93,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
28,528,3028,149.82,76.4,DHL,1,24.65,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,23.3,3,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,15.25,2,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,15.21,2,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,12.41,2,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
1528,528,3028,149.82,76.4,DHL,1,11.36,2,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,346.57
28,528,3028,149.82,76.4,DHL,1,5.73,1,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
28,528,3028,149.82,76.4,DHL,1,1.27,1,"Cable Organizer",2024-07-14,2024-07-12,Accessories,Delivered,942.15
1541,541,6041,1195,1483.38,DHL,3,983.55,6,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
1541,541,6041,1195,1483.38,DHL,3,855.85,7,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
1541,541,6041,1195,1483.38,DHL,3,855.25,2,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
1541,541,6041,1195,1483.38,DHL,3,654.84,10,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
1541,541,6041,1195,1483.38,DHL,3,557.33,3,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
41,541,6041,1195,1483.38,DHL,3,443.28,3,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
41,541,6041,1195,1483.38,DHL,3,436.85,5,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
1541,541,6041,1195,1483.38,DHL,3,257.55,7,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
41,541,6041,1195,1483.38,DHL,3,253.84,1,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
41,541,6041,1195,1483.38,DHL,3,181.26,3,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
41,541,6041,1195,1483.38,DHL,3,121.06,9,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
41,541,6041,1195,1483.38,DHL,3,107.5,1,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
41,541,6041,1195,1483.38,DHL,3,82.8,4,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
41,541,6041,1195,1483.38,DHL,3,30.57,4,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
41,541,6041,1195,1483.38,DHL,3,24.63,3,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,510.93
1541,541,6041,1195,1483.38,DHL,3,24.12,3,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
1541,541,6041,1195,1483.38,DHL,3,22.29,8,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
1541,541,6041,1195,1483.38,DHL,3,16.96,2,"Wireless Earbuds",2024-05-06,2024-05-03,Electronics,Delivered,160.17
1530,530,1530,3654.4799999999996,1101.86,DHL,3,964.06,7,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
30,530,1530,3654.4799999999996,1101.86,DHL,3,909.33,9,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
1530,530,1530,3654.4799999999996,1101.86,DHL,3,869.63,8,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
1530,530,1530,3654.4799999999996,1101.86,DHL,3,843.08,9,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
30,530,1530,3654.4799999999996,1101.86,DHL,3,830.05,4,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
1530,530,1530,3654.4799999999996,1101.86,DHL,3,814.5,3,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
1530,530,1530,3654.4799999999996,1101.86,DHL,3,783.69,3,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
30,530,1530,3654.4799999999996,1101.86,DHL,3,605.15,7,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
1530,530,1530,3654.4799999999996,1101.86,DHL,3,602.86,9,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
1530,530,1530,3654.4799999999996,1101.86,DHL,3,554.5,9,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
30,530,1530,3654.4799999999996,1101.86,DHL,3,529.63,2,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
30,530,1530,3654.4799999999996,1101.86,DHL,3,499.7,9,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
30,530,1530,3654.4799999999996,1101.86,DHL,3,328.22,5,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
30,530,1530,3654.4799999999996,1101.86,DHL,3,199.72,7,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
1530,530,1530,3654.4799999999996,1101.86,DHL,3,43.97,8,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
1530,530,1530,3654.4799999999996,1101.86,DHL,3,32.03,4,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
1530,530,1530,3654.4799999999996,1101.86,DHL,3,30.99,4,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
30,530,1530,3654.4799999999996,1101.86,DHL,3,29.38,3,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
30,530,1530,3654.4799999999996,1101.86,DHL,3,26.29,3,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
1530,530,1530,3654.4799999999996,1101.86,DHL,3,25.76,3,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
1530,530,1530,3654.4799999999996,1101.86,DHL,3,20.39,3,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
30,530,1530,3654.4799999999996,1101.86,DHL,3,6.7,1,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
1530,530,1530,3654.4799999999996,1101.86,DHL,3,6.08,1,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,237.68
30,530,1530,3654.4799999999996,1101.86,DHL,3,2.97,1,"Kitchen Blender",2024-08-28,2024-08-23,"Home & Kitchen",Shipped,163.28
57,557,6057,1883.12,1852.2,DHL,3,910.35,4,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
57,557,6057,1883.12,1852.2,DHL,3,854.14,10,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
57,557,6057,1883.12,1852.2,DHL,3,793.96,2,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
1557,557,6057,1883.12,1852.2,DHL,3,662.09,2,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,425.32
57,557,6057,1883.12,1852.2,DHL,3,605.82,3,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
57,557,6057,1883.12,1852.2,DHL,3,571.93,5,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
57,557,6057,1883.12,1852.2,DHL,3,385.16,9,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
1557,557,6057,1883.12,1852.2,DHL,3,357.76,9,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,425.32
1557,557,6057,1883.12,1852.2,DHL,3,355.34,6,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,425.32
57,557,6057,1883.12,1852.2,DHL,3,311.84,2,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
1557,557,6057,1883.12,1852.2,DHL,3,266.65,3,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,425.32
1557,557,6057,1883.12,1852.2,DHL,3,73.47,7,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,425.32
57,557,6057,1883.12,1852.2,DHL,3,26.81,3,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
57,557,6057,1883.12,1852.2,DHL,3,10.89,2,"Bath Towels",2024-10-24,2024-10-18,"Home & Kitchen",Delivered,995.21
1535,535,3035,1880.52,1175.2,DHL,4,917.69,4,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,618.44
1535,535,3035,1880.52,1175.2,DHL,4,796.96,8,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,618.44
1535,535,3035,1880.52,1175.2,DHL,4,489.74,7,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,618.44
1535,535,3035,1880.52,1175.2,DHL,4,403.02,3,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,618.44
1535,535,3035,1880.52,1175.2,DHL,4,399.87,9,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,618.44
1535,535,3035,1880.52,1175.2,DHL,4,287.68,5,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,618.44
35,535,3035,1880.52,1175.2,DHL,4,272.75,10,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,513.39
35,535,3035,1880.52,1175.2,DHL,4,264.34,6,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,513.39
35,535,3035,1880.52,1175.2,DHL,4,246.28,10,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,513.39
1535,535,3035,1880.52,1175.2,DHL,4,213.18,4,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,618.44
35,535,3035,1880.52,1175.2,DHL,4,118.11,8,"Smartphone Case",2024-01-01,2023-12-26,Accessories,Pending,513.39
